date,symbol_id,symbol_name,open,high,low,close
2025-10-03,9,IBM,287.50,293.32,287.30,288.37
2025-10-02,9,IBM,285.79,288.54,282.79,286.72
2025-10-01,9,IBM,280.20,286.59,280.15,286.49
2025-09-30,9,IBM,280.88,286.02,280.52,282.16
2025-09-29,9,IBM,286.00,286.00,279.66,279.80
2025-09-26,9,IBM,280.51,288.85,280.11,284.31
2025-09-25,9,IBM,272.94,284.23,271.15,281.44
2025-09-24,9,IBM,272.62,273.65,267.30,267.53
2025-09-23,9,IBM,272.70,273.30,269.26,272.24
2025-09-22,9,IBM,266.62,272.31,266.00,271.37
2025-09-19,9,IBM,266.05,267.87,263.64,266.40
2025-09-18,9,IBM,258.86,265.23,256.80,265.00
2025-09-17,9,IBM,257.50,260.96,257.01,259.08
2025-09-16,9,IBM,256.26,258.00,254.41,257.52
2025-09-15,9,IBM,254.02,259.05,254.00,256.24
2025-09-12,9,IBM,256.95,257.25,252.42,253.44
2025-09-11,9,IBM,257.56,258.54,255.66,257.01
2025-09-10,9,IBM,259.65,260.08,254.56,256.88
2025-09-09,9,IBM,256.12,260.66,254.88,259.11
2025-09-08,9,IBM,248.63,257.15,247.02,256.09
2025-09-05,9,IBM,248.23,249.03,245.45,248.53
2025-09-04,9,IBM,245.42,249.28,242.85,247.18
2025-09-03,9,IBM,240.02,244.25,239.41,244.10
2025-09-02,9,IBM,240.90,241.55,238.25,241.50
2025-08-29,9,IBM,245.23,245.46,241.72,243.49
2025-08-28,9,IBM,245.43,245.88,243.36,245.73
2025-08-27,9,IBM,242.87,245.96,242.00,244.84
2025-08-26,9,IBM,241.02,244.98,240.38,242.63
2025-08-25,9,IBM,242.56,242.56,239.43,239.43
2025-08-22,9,IBM,240.74,243.68,240.22,242.09
2025-08-21,9,IBM,242.21,242.50,238.65,239.40
2025-08-20,9,IBM,242.11,242.88,240.34,242.55
2025-08-19,9,IBM,240.00,242.83,239.49,241.28
2025-08-18,9,IBM,239.57,241.42,239.12,239.45
2025-08-15,9,IBM,237.61,240.62,236.77,239.72
2025-08-14,9,IBM,238.25,239.00,235.62,237.11
2025-08-13,9,IBM,236.20,240.84,236.20,240.07
2025-08-12,9,IBM,236.53,237.96,233.36,234.77
2026-01-05,1,AAPL,270.52,271.50,266.14,267.26
2026-01-05,7,MSFT,474.00,476.05,469.51,472.85
2026-01-05,8,GOOG,317.65,319.25,315.25,317.32
2026-01-05,9,IBM,295.94,299.19,294.25,295.04
2026-01-05,10,TSLA,447.99,457.55,444.57,451.67
2026-01-06,1,AAPL,266.96,267.55,262.14,262.36
2026-01-06,7,MSFT,473.90,478.74,469.75,478.51
2026-01-06,8,GOOG,317.49,321.56,312.34,314.55
2026-01-06,9,IBM,294.99,303.00,294.47,302.48
2026-01-06,10,TSLA,445.69,448.22,428.78,432.96
2026-01-07,1,AAPL,263.60,263.68,259.82,260.33
2026-01-07,7,MSFT,480.00,489.70,477.95,483.47
2026-01-07,8,GOOG,314.62,326.46,314.50,322.43
2026-01-07,9,IBM,302.38,304.31,296.35,296.83
2026-01-07,10,TSLA,435.60,438.37,431.31,431.41
2026-01-08,1,AAPL,257.02,259.28,255.70,259.04
2026-01-08,7,MSFT,481.28,482.66,475.86,478.11
2026-01-08,8,GOOG,329.20,330.54,321.99,326.01
2026-01-08,9,IBM,295.11,303.65,295.00,302.52
2026-01-08,10,TSLA,427.97,436.89,424.36,435.80
2026-01-09,1,AAPL,258.97,260.21,256.22,259.37
2026-01-09,7,MSFT,474.06,479.82,472.20,479.28
2026-01-09,8,GOOG,326.92,331.48,326.25,329.14
2026-01-09,9,IBM,302.48,306.90,302.00,304.20
2026-01-09,10,TSLA,435.89,449.05,430.39,445.01
2026-01-12,1,AAPL,259.37,261.30,256.80,260.25
2026-01-12,7,MSFT,476.52,480.96,475.68,477.18
2026-01-12,8,GOOG,326.30,334.44,325.51,332.73
2026-01-12,9,IBM,302.82,312.26,299.96,312.17
2026-01-12,10,TSLA,441.17,454.30,438.00,448.96
2026-01-13,1,AAPL,258.59,261.81,258.39,261.05
2026-01-13,7,MSFT,474.84,475.76,465.95,470.67
2026-01-13,8,GOOG,335.28,341.17,334.35,336.43
2026-01-13,9,IBM,311.00,312.80,301.87,303.14
2026-01-13,10,TSLA,450.00,451.81,443.95,447.20
2026-01-14,1,AAPL,259.50,261.81,256.71,259.96
2026-01-14,7,MSFT,466.54,468.20,457.17,459.38
2026-01-14,8,GOOG,334.68,337.02,331.14,336.31
2026-01-14,9,IBM,303.42,309.19,301.50,309.10
2026-01-14,10,TSLA,443.00,443.91,434.23,439.20
2026-01-15,1,AAPL,260.76,261.03,257.05,258.21
2026-01-15,7,MSFT,463.97,464.12,455.91,456.66
2026-01-15,8,GOOG,337.83,338.13,331.29,333.16
2026-01-15,9,IBM,309.46,311.81,297.04,298.02
2026-01-15,10,TSLA,441.07,445.36,437.65,438.57
2026-01-16,1,AAPL,258.14,258.90,254.93,255.53
2026-01-16,7,MSFT,457.82,463.19,456.48,459.86
2026-01-16,8,GOOG,335.08,335.24,328.17,330.34
2026-01-16,9,IBM,301.45,307.45,300.90,305.83
2026-01-16,10,TSLA,439.59,447.25,435.26,437.50
2026-01-20,1,AAPL,252.90,254.79,243.42,246.70
2026-01-20,7,MSFT,451.58,456.80,449.28,454.52
2026-01-20,8,GOOG,321.66,328.09,320.89,322.16
2026-01-20,9,IBM,301.46,301.52,290.16,291.33
2026-01-20,10,TSLA,429.19,430.72,417.44,419.25
2026-01-21,1,AAPL,248.66,251.56,245.19,247.65
2026-01-21,7,MSFT,452.60,452.69,438.68,444.11
2026-01-21,8,GOOG,321.02,332.72,319.54,328.38
2026-01-21,9,IBM,293.00,297.67,292.51,297.49
2026-01-21,10,TSLA,421.36,438.14,419.62,431.44
2026-01-22,1,AAPL,249.09,251.00,248.18,248.35
2026-01-22,7,MSFT,447.70,452.84,444.74,451.14
2026-01-22,8,GOOG,334.41,335.21,328.88,330.84
2026-01-22,9,IBM,299.46,300.92,293.53,294.59
2026-01-22,10,TSLA,435.01,449.46,432.63,449.36
2026-01-26,1,AAPL,251.45,256.56,249.80,255.41
2026-01-23,1,AAPL,247.32,249.41,244.68,248.04
2026-01-26,7,MSFT,465.00,474.25,462.00,470.28
2026-01-23,7,MSFT,451.87,471.10,450.53,465.95
2026-01-26,8,GOOG,328.33,336.35,327.49,333.59
2026-01-23,8,GOOG,332.66,334.03,327.97,328.43
2026-01-26,9,IBM,293.14,296.82,293.14,296.33
2026-01-23,9,IBM,294.07,294.33,289.79,292.44
2026-01-26,10,TSLA,445.00,445.03,434.29,435.20
2026-01-23,10,TSLA,447.42,452.43,444.04,449.06
2026-01-27,1,AAPL,259.10,261.95,258.21,258.27
2026-01-27,7,MSFT,473.52,482.87,473.16,480.58
2026-01-27,8,GOOG,335.44,338.20,333.75,335.00
2026-01-27,9,IBM,296.75,297.33,293.27,293.69
2026-01-27,10,TSLA,437.51,437.52,430.69,430.90
2026-01-28,1,AAPL,257.64,258.86,254.51,256.44
2026-01-28,7,MSFT,483.43,483.74,478.00,481.63
2026-01-28,8,GOOG,336.37,337.63,332.13,336.28
2026-01-28,9,IBM,293.53,295.95,291.26,294.11
2026-01-28,10,TSLA,431.81,438.26,430.10,431.46
2026-01-29,1,AAPL,258.07,259.65,254.41,258.28
2026-01-29,7,MSFT,440.00,442.30,421.02,433.50
2026-01-29,8,GOOG,340.00,342.29,326.72,338.66
2026-01-29,9,IBM,317.86,319.89,303.47,308.90
2026-01-29,10,TSLA,438.00,440.23,414.62,416.56
2026-01-30,1,AAPL,255.00,261.90,252.18,259.48
2026-01-30,7,MSFT,439.07,439.47,426.45,430.29
2026-02-03,1,AAPL,269.61,271.88,267.61,269.48
2026-02-02,1,AAPL,260.03,270.49,259.20,270.01
2026-02-03,7,MSFT,422.00,422.01,408.57,411.21
2026-02-02,7,MSFT,430.24,430.74,422.25,423.37
2026-02-03,8,GOOG,348.96,350.15,338.59,340.70
2026-02-02,8,GOOG,336.55,345.16,336.01,344.90
2026-01-30,8,GOOG,334.46,340.29,332.64,338.53
2026-02-03,9,IBM,313.83,313.83,283.85,294.33
2026-02-02,9,IBM,307.51,316.64,306.41,314.73
2026-01-30,9,IBM,307.60,307.78,299.73,306.70
2026-02-03,10,TSLA,424.15,428.56,413.69,421.96
2026-02-02,10,TSLA,421.29,427.15,414.50,421.81
2026-01-30,10,TSLA,425.35,439.88,422.70,430.41
2026-02-04,1,AAPL,272.33,278.95,272.29,276.49
2026-02-04,7,MSFT,411.00,418.67,409.26,414.19
2026-02-04,8,GOOG,343.71,344.25,329.38,333.34
2026-02-04,9,IBM,290.27,290.46,278.96,289.04
2026-02-04,10,TSLA,420.68,423.90,399.18,406.01
2026-02-05,1,AAPL,278.00,279.50,273.23,275.91
2026-02-05,7,MSFT,408.13,408.30,392.33,393.67
2026-02-05,8,GOOG,312.54,332.64,306.92,331.33
2026-02-05,9,IBM,285.82,291.81,285.10,289.89
2026-02-05,10,TSLA,397.04,402.10,387.53,397.21
2026-02-06,1,AAPL,277.11,280.90,276.92,278.12
2026-02-06,7,MSFT,398.61,401.79,392.92,401.14
2026-02-06,8,GOOG,327.32,330.60,320.15,323.10
2026-02-06,9,IBM,292.62,299.89,290.66,298.68
2026-02-06,10,TSLA,401.00,414.55,397.77,411.11
2026-02-09,1,AAPL,277.86,278.20,271.70,274.62
2026-02-09,7,MSFT,404.47,414.89,400.87,413.60
2026-02-09,8,GOOG,321.18,327.74,317.70,324.40
2026-02-09,9,IBM,295.50,297.72,291.42,296.36
2026-02-09,10,TSLA,410.00,421.25,407.29,417.32
2026-02-10,1,AAPL,275.00,275.36,272.94,273.68
2026-02-10,7,MSFT,419.80,423.68,412.70,413.27
2026-02-10,8,GOOG,320.96,321.63,314.66,318.63
2026-02-10,9,IBM,295.00,297.61,290.33,291.63
2026-02-10,10,TSLA,418.06,427.25,417.00,425.21
